canton,mes,anio,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,IMERG_PRECTOT,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M
TURRIALBA,octubre,2017,16.45,454.16,14.7,11.52,25.17,0.97,0.99,0.96,-999.0,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13
TURRIALBA,noviembre,2017,33.25,950.13,13.32,10.68,23.4,0.95,0.97,0.93,-999.0,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15
TURRIALBA,diciembre,2017,7.0,203.688,15.32,10.29,22.69,0.92,0.93,0.91,-999.0,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15
OREAMUNO,enero,2017,42.69999999999999,1121.526,18.57,10.68,23.77,0.9,0.91,0.89,-999.0,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15
OREAMUNO,febrero,2017,56.49,1344.2620000000002,19.08,11.44,25.57,0.77,0.78,0.79,-999.0,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17
OREAMUNO,marzo,2017,73.15,1750.43,20.39,12.2,27.21,0.68,0.68,0.69,-999.0,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15
OREAMUNO,abril,2017,54.425,1369.0980000000002,18.35,12.06,26.77,0.67,0.68,0.69,-999.0,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14
OREAMUNO,mayo,2017,57.925,1513.998,15.92,12.14,26.45,0.85,0.87,0.88,-999.0,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15
OREAMUNO,junio,2017,29.05,855.1129999999999,15.48,12.01,26.21,0.97,0.99,0.96,-999.0,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15
OREAMUNO,julio,2017,75.95500000000001,2013.073,14.56,11.97,26.2,0.96,0.98,0.95,-999.0,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11
OREAMUNO,agosto,2017,123.27,3152.446,16.27,12.19,26.68,0.96,0.97,0.94,-999.0,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14
OREAMUNO,septiembre,2017,91.18,2437.01,16.23,12.1,26.41,0.97,0.99,0.96,-999.0,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15
OREAMUNO,octubre,2017,49.875,1357.096,14.7,11.52,25.17,0.97,0.99,0.96,-999.0,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13
OREAMUNO,noviembre,2017,81.72500000000001,2523.539,13.32,10.68,23.4,0.95,0.97,0.93,-999.0,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15
OREAMUNO,diciembre,2017,67.2,1919.3,15.32,10.29,22.69,0.92,0.93,0.91,-999.0,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15
EL GUARCO,enero,2017,3.1499999999999995,75.141,18.57,10.68,23.77,0.89,0.89,0.89,-999.0,109.62,81.98,20.47,17.05,18.76,25.31,15.91,1.27,0.46
EL GUARCO,febrero,2017,2.2749999999999995,53.199,19.08,11.44,25.57,0.74,0.73,0.75,-999.0,30.25,79.18,21.08,16.98,19.03,27.21,16.02,1.39,0.51
EL GUARCO,marzo,2017,0.1775,4.557,20.39,12.2,27.21,0.66,0.66,0.67,-999.0,78.94,73.28,21.94,16.36,19.15,28.49,16.47,1.58,0.52
EL GUARCO,abril,2017,0.4375,10.557,18.35,12.06,26.77,0.66,0.67,0.7,-999.0,157.36,81.3,22.5,18.66,20.58,28.91,16.37,1.03,0.48
EL GUARCO,mayo,2017,1.75,42.228,15.92,12.14,26.45,0.86,0.87,0.9,-999.0,637.53,91.92,21.76,20.21,20.99,27.09,18.92,0.94,0.53
EL GUARCO,junio,2017,2.45,62.945,15.48,12.01,26.21,0.97,0.99,0.96,-999.0,323.93,91.29,21.63,19.96,20.79,26.61,18.12,0.85,0.5
EL GUARCO,julio,2017,9.45,243.02,14.56,11.97,26.2,0.97,0.99,0.96,-999.0,427.58,90.3,21.53,19.65,20.59,26.26,18.07,0.6,0.41
EL GUARCO,agosto,2017,5.1625,140.13899999999998,16.27,12.19,26.68,0.97,0.99,0.95,-999.0,322.43,88.94,21.52,19.37,20.44,26.37,18.7,0.85,0.49
EL GUARCO,septiembre,2017,7.0,182.16,16.23,12.1,26.41,0.98,0.99,0.96,-999.0,353.72,92.1,21.42,19.9,20.66,26.3,18.07,1.08,0.56
EL GUARCO,octubre,2017,2.2749999999999995,59.201999999999984,14.7,11.52,25.17,0.98,0.99,0.96,-999.0,547.75,89.77,21.12,19.13,20.12,26.08,17.77,0.98,0.49
EL GUARCO,noviembre,2017,6.4750000000000005,164.356,13.32,10.68,23.4,0.97,0.99,0.95,-999.0,223.22,92.16,20.81,19.28,20.04,25.32,16.43,0.86,0.51
EL GUARCO,diciembre,2017,1.75,44.3,15.32,10.29,22.69,0.93,0.94,0.92,-999.0,133.14,85.38,20.58,17.83,19.2,25.36,16.59,1.08,0.41
CARTAGO,enero,2017,65.975,1578.996,18.57,10.68,23.77,0.9,0.91,0.89,-999.0,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15
CARTAGO,febrero,2017,31.5,672.336,19.08,11.44,25.57,0.77,0.78,0.79,-999.0,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17
CARTAGO,marzo,2017,30.8,772.91,20.39,12.2,27.21,0.68,0.68,0.69,-999.0,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15
CARTAGO,abril,2017,15.925,381.087,18.35,12.06,26.77,0.67,0.68,0.69,-999.0,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14
CARTAGO,mayo,2017,5.075,114.471,15.92,12.14,26.45,0.85,0.87,0.88,-999.0,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15
CARTAGO,junio,2017,10.5,244.26,15.48,12.01,26.21,0.97,0.99,0.96,-999.0,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15
CARTAGO,julio,2017,8.75,214.038,14.56,11.97,26.2,0.96,0.98,0.95,-999.0,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11
CARTAGO,agosto,2017,204.4,5045.835999999999,16.27,12.19,26.68,0.96,0.97,0.94,-999.0,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14
CARTAGO,septiembre,2017,103.255,2604.06,16.23,12.1,26.41,0.97,0.99,0.96,-999.0,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15
CARTAGO,octubre,2017,46.38,1289.198,14.7,11.52,25.17,0.97,0.99,0.96,-999.0,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13
CARTAGO,noviembre,2017,21.525,608.58,13.32,10.68,23.4,0.95,0.97,0.93,-999.0,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15
CARTAGO,diciembre,2017,56.77,1446.9299999999998,15.32,10.29,22.69,0.92,0.93,0.91,-999.0,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15
ALVARADO,enero,2017,108.136,2870.50212,18.57,10.68,23.77,0.9,0.91,0.89,-999.0,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15
ALVARADO,febrero,2017,71.975,1762.73113,19.08,11.44,25.57,0.77,0.78,0.79,-999.0,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17
ALVARADO,marzo,2017,66.472,1636.79,20.39,12.2,27.21,0.68,0.68,0.69,-999.0,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15
ALVARADO,abril,2017,78.071,2136.972779999999,18.35,12.06,26.77,0.67,0.68,0.69,-999.0,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14
ALVARADO,mayo,2017,61.495,1741.724496,15.92,12.14,26.45,0.85,0.87,0.88,-999.0,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15
ALVARADO,junio,2017,89.77499999999999,2570.319,15.48,12.01,26.21,0.97,0.99,0.96,-999.0,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15
ALVARADO,julio,2017,139.34,4008.764,14.56,11.97,26.2,0.96,0.98,0.95,-999.0,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11
ALVARADO,agosto,2017,114.98,3297.098,16.27,12.19,26.68,0.96,0.97,0.94,-999.0,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14
ALVARADO,septiembre,2017,45.84999999999999,1247.175,16.23,12.1,26.41,0.97,0.99,0.96,-999.0,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15
ALVARADO,octubre,2017,43.04999999999999,1342.188,14.7,11.52,25.17,0.97,0.99,0.96,-999.0,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13
ALVARADO,noviembre,2017,54.075,1816.218,13.32,10.68,23.4,0.95,0.97,0.93,-999.0,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15
ALVARADO,diciembre,2017,52.969,1392.5221199999994,15.32,10.29,22.69,0.92,0.93,0.91,-999.0,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15
TURRIALBA,enero,2018,3.5,93.562,14.0,10.5,23.07,0.93,0.94,0.93,-999.0,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14
TURRIALBA,febrero,2018,19.6,544.826,19.04,11.52,25.74,0.88,0.89,0.88,-999.0,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16
TURRIALBA,marzo,2018,13.3,357.696,20.42,11.92,26.83,0.79,0.8,0.81,-999.0,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14
TURRIALBA,abril,2018,4.9,127.512,16.35,12.05,26.69,0.72,0.73,0.75,-999.0,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14
TURRIALBA,mayo,2018,10.849999999999998,282.348,16.51,12.04,26.45,0.76,0.77,0.79,-999.0,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15
TURRIALBA,junio,2018,60.89999999999999,1609.632,15.18,11.94,26.08,0.93,0.95,0.93,-999.0,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13
TURRIALBA,julio,2018,14.174999999999995,368.874,14.43,11.86,26.0,0.97,0.99,0.96,-999.0,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11
TURRIALBA,agosto,2018,36.39999999999999,947.232,15.32,12.1,26.54,0.97,0.98,0.95,-999.0,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11
TURRIALBA,septiembre,2018,18.9,491.832,16.91,12.09,26.4,0.95,0.97,0.94,-999.0,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15
TURRIALBA,octubre,2018,11.55,303.044,15.01,11.63,25.43,0.97,0.99,0.96,-999.0,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14
TURRIALBA,noviembre,2018,30.275,795.298,14.61,10.65,23.37,0.93,0.94,0.92,-999.0,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14
TURRIALBA,diciembre,2018,12.95,336.994,17.81,10.29,22.85,0.85,0.86,0.86,-999.0,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15
OREAMUNO,enero,2018,22.4,540.27,14.0,10.5,23.07,0.93,0.94,0.93,-999.0,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14
OREAMUNO,febrero,2018,21.35,581.875,19.04,11.52,25.74,0.88,0.89,0.88,-999.0,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16
OREAMUNO,marzo,2018,41.09,982.508,20.42,11.92,26.83,0.79,0.8,0.81,-999.0,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14
OREAMUNO,abril,2018,64.4,1519.79,16.35,12.05,26.69,0.72,0.73,0.75,-999.0,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14
OREAMUNO,mayo,2018,65.485,1740.8699999999997,16.51,12.04,26.45,0.76,0.77,0.79,-999.0,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15
OREAMUNO,junio,2018,34.64999999999999,1122.5609999999997,15.18,11.94,26.08,0.93,0.95,0.93,-999.0,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13
OREAMUNO,julio,2018,92.4,2281.138,14.43,11.86,26.0,0.97,0.99,0.96,-999.0,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11
OREAMUNO,agosto,2018,91.85,2527.1,15.32,12.1,26.54,0.97,0.98,0.95,-999.0,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11
OREAMUNO,septiembre,2018,44.49,1024.86,16.91,12.09,26.4,0.95,0.97,0.94,-999.0,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15
OREAMUNO,octubre,2018,56.7,1518.552,15.01,11.63,25.43,0.97,0.99,0.96,-999.0,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14
OREAMUNO,noviembre,2018,38.78,937.5444,14.61,10.65,23.37,0.93,0.94,0.92,-999.0,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14
OREAMUNO,diciembre,2018,89.91999999999999,2240.774,17.81,10.29,22.85,0.85,0.86,0.86,-999.0,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15
EL GUARCO,enero,2018,1.225,31.877999999999997,14.0,10.5,23.07,0.94,0.96,0.94,-999.0,348.08,87.38,20.23,17.88,19.06,24.57,16.86,1.1,0.42
EL GUARCO,febrero,2018,2.0125,52.371,19.04,11.52,25.74,0.87,0.87,0.87,-999.0,67.32,80.46,20.33,16.59,18.46,25.31,15.61,1.61,0.51
EL GUARCO,marzo,2018,0.175,4.554,20.42,11.92,26.83,0.74,0.74,0.76,-999.0,93.67,76.29,21.43,16.62,19.03,28.03,15.44,1.28,0.48
EL GUARCO,abril,2018,,,16.35,12.05,26.69,0.71,0.71,0.74,-999.0,209.37,81.8,21.83,18.2,20.01,28.11,16.73,0.8,0.42
EL GUARCO,mayo,2018,,,16.51,12.04,26.45,0.79,0.8,0.85,-999.0,302.05,87.86,21.59,19.2,20.39,26.91,18.31,0.93,0.5
EL GUARCO,junio,2018,,,15.18,11.94,26.08,0.95,0.97,0.95,-999.0,421.49,90.84,21.48,19.71,20.59,25.95,17.06,0.83,0.48
EL GUARCO,julio,2018,,,14.43,11.86,26.0,0.98,1.0,0.97,-999.0,646.15,88.99,21.41,19.31,20.36,25.7,17.9,0.78,0.41
EL GUARCO,agosto,2018,,,15.32,12.1,26.54,0.97,0.99,0.96,-999.0,353.29,86.91,21.36,18.84,20.1,26.21,17.2,0.72,0.38
EL GUARCO,septiembre,2018,,,16.91,12.09,26.4,0.97,0.98,0.95,-999.0,367.56,89.02,21.42,19.27,20.35,26.35,18.71,0.78,0.48
EL GUARCO,octubre,2018,,,15.01,11.63,25.43,0.98,0.99,0.97,-999.0,439.12,91.41,20.67,18.99,19.83,26.11,17.38,1.12,0.54
EL GUARCO,noviembre,2018,6.545,181.2906,14.61,10.65,23.37,0.95,0.96,0.93,-999.0,174.77,88.01,21.28,18.95,20.12,26.22,16.23,0.71,0.41
EL GUARCO,diciembre,2018,18.62,517.0446,17.81,10.29,22.85,0.87,0.87,0.87,-999.0,60.22,83.09,20.77,17.55,19.16,25.29,16.61,1.26,0.47
CARTAGO,enero,2018,67.55,1781.6489999999992,14.0,10.5,23.07,0.93,0.94,0.93,-999.0,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14
CARTAGO,febrero,2018,116.025,2805.057,19.04,11.52,25.74,0.88,0.89,0.88,-999.0,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16
CARTAGO,marzo,2018,123.55,3141.018000000002,20.42,11.92,26.83,0.79,0.8,0.81,-999.0,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14
CARTAGO,abril,2018,39.900000000000006,891.547,16.35,12.05,26.69,0.72,0.73,0.75,-999.0,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14
CARTAGO,mayo,2018,23.975,588.501,16.51,12.04,26.45,0.76,0.77,0.79,-999.0,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15
CARTAGO,junio,2018,12.249999999999996,281.934,15.18,11.94,26.08,0.93,0.95,0.93,-999.0,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13
CARTAGO,julio,2018,39.9,945.372,14.43,11.86,26.0,0.97,0.99,0.96,-999.0,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11
CARTAGO,agosto,2018,110.075,2635.938,15.32,12.1,26.54,0.97,0.98,0.95,-999.0,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11
CARTAGO,septiembre,2018,65.8,1590.1739999999998,16.91,12.09,26.4,0.95,0.97,0.94,-999.0,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15
CARTAGO,octubre,2018,41.475,1002.708,15.01,11.63,25.43,0.97,0.99,0.96,-999.0,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14
CARTAGO,noviembre,2018,70.53,1656.626,14.61,10.65,23.37,0.93,0.94,0.92,-999.0,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14
CARTAGO,diciembre,2018,79.35000000000001,2002.77,17.81,10.29,22.85,0.85,0.86,0.86,-999.0,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15
ALVARADO,enero,2018,37.8,967.932,14.0,10.5,23.07,0.93,0.94,0.93,-999.0,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14
ALVARADO,febrero,2018,55.92999999999999,1368.1043999999995,19.04,11.52,25.74,0.88,0.89,0.88,-999.0,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16
ALVARADO,marzo,2018,80.43,1840.022,20.42,11.92,26.83,0.79,0.8,0.81,-999.0,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14
ALVARADO,abril,2018,103.01,2564.75,16.35,12.05,26.69,0.72,0.73,0.75,-999.0,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14
ALVARADO,mayo,2018,92.07099999999996,2355.7428,16.51,12.04,26.45,0.76,0.77,0.79,-999.0,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15
ALVARADO,junio,2018,125.825,3366.440999999997,15.18,11.94,26.08,0.93,0.95,0.93,-999.0,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13
ALVARADO,julio,2018,106.75,3395.421,14.43,11.86,26.0,0.97,0.99,0.96,-999.0,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11
ALVARADO,agosto,2018,94.875,2160.8230000000003,15.32,12.1,26.54,0.97,0.98,0.95,-999.0,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11
ALVARADO,septiembre,2018,43.01499999999999,1244.898,16.91,12.09,26.4,0.95,0.97,0.94,-999.0,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15
ALVARADO,octubre,2018,47.42499999999998,1341.774,15.01,11.63,25.43,0.97,0.99,0.96,-999.0,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14
ALVARADO,noviembre,2018,52.5,1552.09,14.61,10.65,23.37,0.93,0.94,0.92,-999.0,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14
ALVARADO,diciembre,2018,55.175,1454.672,17.81,10.29,22.85,0.85,0.86,0.86,-999.0,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15
TURRIALBA,enero,2019,21.7,564.696,18.42,10.52,23.48,0.73,0.73,0.74,-999.0,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15
TURRIALBA,febrero,2019,32.900000000000006,856.154,19.23,11.2,25.13,0.62,0.62,0.62,-999.0,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15
TURRIALBA,marzo,2019,9.8,255.026,19.46,12.06,26.98,0.63,0.63,0.64,-999.0,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15
TURRIALBA,abril,2019,22.4,582.912,17.41,12.02,26.83,0.63,0.64,0.64,-999.0,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14
TURRIALBA,mayo,2019,17.849999999999998,464.508,15.13,12.17,26.64,0.78,0.8,0.82,-999.0,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14
TURRIALBA,junio,2019,11.199999999999998,291.456,16.38,11.91,26.05,0.91,0.92,0.91,-999.0,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14
TURRIALBA,julio,2019,,,16.34,11.97,26.3,0.93,0.95,0.92,-999.0,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12
TURRIALBA,agosto,2019,13.65,403.65,15.01,12.01,26.4,0.92,0.94,0.92,-999.0,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12
TURRIALBA,septiembre,2019,,,15.45,12.0,26.3,0.95,0.97,0.94,-999.0,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14
TURRIALBA,octubre,2019,11.409999999999998,332.44199999999995,15.4,11.45,25.03,0.98,0.99,0.96,-999.0,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15
TURRIALBA,noviembre,2019,6.299999999999999,186.3,15.06,10.67,23.42,0.96,0.98,0.95,-999.0,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13
TURRIALBA,diciembre,2019,7.349999999999999,217.35,14.36,10.12,22.29,0.93,0.95,0.92,-999.0,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14
OREAMUNO,enero,2019,59.885000000000005,1600.938,18.42,10.52,23.48,0.73,0.73,0.74,-999.0,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15
OREAMUNO,febrero,2019,49.56,1214.885,19.23,11.2,25.13,0.62,0.62,0.62,-999.0,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15
OREAMUNO,marzo,2019,71.435,1721.616,19.46,12.06,26.98,0.63,0.63,0.64,-999.0,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15
OREAMUNO,abril,2019,39.06,874.164,17.41,12.02,26.83,0.63,0.64,0.64,-999.0,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14
OREAMUNO,mayo,2019,22.939000000000004,523.3373999999999,15.13,12.17,26.64,0.78,0.8,0.82,-999.0,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14
OREAMUNO,junio,2019,4.375,116.748,16.38,11.91,26.05,0.91,0.92,0.91,-999.0,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14
OREAMUNO,julio,2019,15.580000000000002,367.426,16.34,11.97,26.3,0.93,0.95,0.92,-999.0,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12
OREAMUNO,agosto,2019,82.78,2039.57,15.01,12.01,26.4,0.92,0.94,0.92,-999.0,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12
OREAMUNO,septiembre,2019,87.36,2047.73,15.45,12.0,26.3,0.95,0.97,0.94,-999.0,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14
OREAMUNO,octubre,2019,61.255,1622.051,15.4,11.45,25.03,0.98,0.99,0.96,-999.0,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15
OREAMUNO,noviembre,2019,46.025,1184.454,15.06,10.67,23.42,0.96,0.98,0.95,-999.0,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13
OREAMUNO,diciembre,2019,47.78,1034.168,14.36,10.12,22.29,0.93,0.95,0.92,-999.0,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14
EL GUARCO,enero,2019,6.299999999999999,173.052,18.42,10.52,23.48,0.72,0.72,0.73,-999.0,19.71,76.74,21.02,16.41,18.72,27.77,16.6,1.45,0.5
EL GUARCO,febrero,2019,6.194999999999999,163.2816,19.23,11.2,25.13,0.62,0.62,0.61,-999.0,41.18,70.83,21.89,15.65,18.77,29.58,16.28,1.24,0.48
EL GUARCO,marzo,2019,3.945,110.2936,19.46,12.06,26.98,0.63,0.63,0.64,-999.0,132.61,73.16,22.25,16.54,19.39,29.65,16.8,1.48,0.52
EL GUARCO,abril,2019,4.3365,119.89853999999998,17.41,12.02,26.83,0.64,0.64,0.66,-999.0,163.3,77.13,22.65,17.87,20.26,30.0,18.03,0.99,0.47
EL GUARCO,mayo,2019,0.8574999999999999,24.2397,15.13,12.17,26.64,0.81,0.83,0.87,-999.0,431.85,89.8,21.91,19.95,20.93,27.99,18.64,0.91,0.48
EL GUARCO,junio,2019,1.5924999999999998,42.2901,16.38,11.91,26.05,0.94,0.96,0.94,-999.0,374.29,89.48,22.28,20.24,21.26,27.03,19.29,0.74,0.42
EL GUARCO,julio,2019,5.95,174.087,16.34,11.97,26.3,0.96,0.98,0.94,-999.0,256.34,86.7,21.69,19.1,20.4,26.58,17.69,0.78,0.4
EL GUARCO,agosto,2019,5.949999999999999,174.087,15.01,12.01,26.4,0.95,0.96,0.94,-999.0,310.81,87.86,21.81,19.44,20.63,26.77,18.17,0.77,0.42
EL GUARCO,septiembre,2019,11.724999999999996,332.028,15.45,12.0,26.3,0.97,0.98,0.95,-999.0,363.8,89.71,21.44,19.42,20.43,26.47,17.17,1.0,0.53
EL GUARCO,octubre,2019,14.165,415.116,15.4,11.45,25.03,0.98,1.0,0.97,-999.0,436.82,94.25,20.95,19.82,20.39,26.06,17.89,1.13,0.61
EL GUARCO,noviembre,2019,3.15,92.74,15.06,10.67,23.42,0.97,0.99,0.95,-999.0,314.7,87.74,21.05,18.68,19.87,25.67,16.57,0.72,0.41
EL GUARCO,diciembre,2019,6.83,194.99,14.36,10.12,22.29,0.94,0.95,0.92,-999.0,203.02,86.38,21.3,18.73,20.02,25.62,17.6,0.78,0.39
CARTAGO,enero,2019,44.625,1071.4319999999998,18.42,10.52,23.48,0.73,0.73,0.74,-999.0,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15
CARTAGO,febrero,2019,34.300000000000004,825.9299999999998,19.23,11.2,25.13,0.62,0.62,0.62,-999.0,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15
CARTAGO,marzo,2019,24.360000000000003,556.828,19.46,12.06,26.98,0.63,0.63,0.64,-999.0,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15
CARTAGO,abril,2019,9.275,210.105,17.41,12.02,26.83,0.63,0.64,0.64,-999.0,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14
CARTAGO,mayo,2019,11.9,281.52,15.13,12.17,26.64,0.78,0.8,0.82,-999.0,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14
CARTAGO,junio,2019,10.15,228.114,16.38,11.91,26.05,0.91,0.92,0.91,-999.0,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14
CARTAGO,julio,2019,31.85,787.43,16.34,11.97,26.3,0.93,0.95,0.92,-999.0,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12
